id,prompt,prompt_category,graph,domain,cntbl_cond,task
15," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: small drk, large blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is high fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,ppp,h
16," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: small drk, low fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,ppp,h
17," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: low fwp, large blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is large drk? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,ppp,i
18," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: low fwp, small blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is large drk? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,ppp,j
19," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: large blg, high fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is large drk? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,ppp,j
20," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: high fwp, small blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is large drk? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,ppp,k
61," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: small drk, large blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is high fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,pmm,a
62," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: small drk, high fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is large blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,pmm,a
63," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: small drk. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is high fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,pmm,b
64," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: small drk. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is large blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,pmm,b
65," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: small drk, small blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is high fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,pmm,c
66," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: small drk, low fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is large blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,pmm,c
67," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: large blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is high fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,pmm,d
68," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: high fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is large blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,pmm,d
69," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: small blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is high fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,pmm,e
70," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: low fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is large blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,pmm,e
71," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: large drk, large blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is high fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,pmm,f
72," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: large drk, high fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is large blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,pmm,f
73," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: large drk. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is high fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,pmm,g
74," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: large drk. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is large blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,pmm,g
75," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: large drk, small blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is high fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,pmm,h
76," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: large drk, low fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is large blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,pmm,h
77," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: low fwp, small blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small drk? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,pmm,i
78," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: low fwp, large blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small drk? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,pmm,j
79," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: small blg, high fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small drk? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,pmm,j
80," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: high fwp, large blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small drk? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,pmm,k
101," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: small drk, small blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is low fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,mpm,a
102," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: small drk, low fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,mpm,a
103," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: small drk. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is low fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,mpm,b
104," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: small drk. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,mpm,b
105," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: small drk, large blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is low fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,mpm,c
106," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: small drk, high fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,mpm,c
107," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: small blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is low fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,mpm,d
108," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: low fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,mpm,d
109," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: large blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is low fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,mpm,e
110," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: high fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,mpm,e
111," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: large drk, small blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is low fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,mpm,f
112," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: large drk, low fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,mpm,f
113," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: large drk. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is low fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,mpm,g
114," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: large drk. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,mpm,g
115," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: large drk, large blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is low fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,mpm,h
116," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: large drk, high fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,mpm,h
117," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: high fwp, large blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small drk? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,mpm,i
118," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: high fwp, small blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small drk? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,mpm,j
119," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: large blg, low fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small drk? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,mpm,j
120," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: low fwp, small blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small drk? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,mpm,k
121," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: large drk, large blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is low fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,mmp,a
122," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: large drk, low fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is large blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,mmp,a
123," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: large drk. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is low fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,mmp,b
124," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: large drk. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is large blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,mmp,b
125," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: large drk, small blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is low fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,mmp,c
126," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: large drk, high fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is large blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,mmp,c
127," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: large blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is low fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,mmp,d
128," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: low fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is large blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,mmp,d
129," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: small blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is low fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,mmp,e
130," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: high fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is large blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,mmp,e
131," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: small drk, large blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is low fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,mmp,f
132," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: small drk, low fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is large blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,mmp,f
133," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: small drk. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is low fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,mmp,g
134," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: small drk. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is large blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,mmp,g
135," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: small drk, small blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is low fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,mmp,h
136," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: small drk, high fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is large blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,mmp,h
137," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: high fwp, small blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is large drk? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,mmp,i
138," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: high fwp, large blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is large drk? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,mmp,j
139," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: small blg, low fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is large drk? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,mmp,j
140," Assume you live in a world that works like this: high fwp cause large drk. Also, small blg cause large drk.. Now suppose you observe the following: low fwp, large blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is large drk? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,xqt,mmp,k
161,"Scholars of the ancient art of Glooblarp seek to understand the deep and mysterious connections between fundamental essences. By studying key variables, they attempt to decipher the cryptic patterns of the universe. Assume you live in a world that works like this: sprockled flimbor flux cause glonkified blorb containment. Also, snarfulant wibsnag oscillation cause glonkified blorb containment.. Now suppose you observe the following: glonkified blorb containment, snarfulant wibsnag oscillation. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is sprockled flimbor flux? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,glooblarp,ppp,a
162,"Scholars of the ancient art of Glooblarp seek to understand the deep and mysterious connections between fundamental essences. By studying key variables, they attempt to decipher the cryptic patterns of the universe. Assume you live in a world that works like this: sprockled flimbor flux cause glonkified blorb containment. Also, snarfulant wibsnag oscillation cause glonkified blorb containment.. Now suppose you observe the following: glonkified blorb containment, sprockled flimbor flux. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is snarfulant wibsnag oscillation? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,glooblarp,ppp,a
163,"Scholars of the ancient art of Glooblarp seek to understand the deep and mysterious connections between fundamental essences. By studying key variables, they attempt to decipher the cryptic patterns of the universe. Assume you live in a world that works like this: sprockled flimbor flux cause glonkified blorb containment. Also, snarfulant wibsnag oscillation cause glonkified blorb containment.. Now suppose you observe the following: glonkified blorb containment. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is sprockled flimbor flux? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,glooblarp,ppp,b
164,"Scholars of the ancient art of Glooblarp seek to understand the deep and mysterious connections between fundamental essences. By studying key variables, they attempt to decipher the cryptic patterns of the universe. Assume you live in a world that works like this: sprockled flimbor flux cause glonkified blorb containment. Also, snarfulant wibsnag oscillation cause glonkified blorb containment.. Now suppose you observe the following: glonkified blorb containment. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is snarfulant wibsnag oscillation? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,glooblarp,ppp,b
165,"Scholars of the ancient art of Glooblarp seek to understand the deep and mysterious connections between fundamental essences. By studying key variables, they attempt to decipher the cryptic patterns of the universe. Assume you live in a world that works like this: sprockled flimbor flux cause glonkified blorb containment. Also, snarfulant wibsnag oscillation cause glonkified blorb containment.. Now suppose you observe the following: glonkified blorb containment, drizzled wibsnag oscillation. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is sprockled flimbor flux? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,glooblarp,ppp,c
166,"Scholars of the ancient art of Glooblarp seek to understand the deep and mysterious connections between fundamental essences. By studying key variables, they attempt to decipher the cryptic patterns of the universe. Assume you live in a world that works like this: sprockled flimbor flux cause glonkified blorb containment. Also, snarfulant wibsnag oscillation cause glonkified blorb containment.. Now suppose you observe the following: glonkified blorb containment, unflarned flimbor flux. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is snarfulant wibsnag oscillation? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,glooblarp,ppp,c
167,"Scholars of the ancient art of Glooblarp seek to understand the deep and mysterious connections between fundamental essences. By studying key variables, they attempt to decipher the cryptic patterns of the universe. Assume you live in a world that works like this: sprockled flimbor flux cause glonkified blorb containment. Also, snarfulant wibsnag oscillation cause glonkified blorb containment.. Now suppose you observe the following: snarfulant wibsnag oscillation. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is sprockled flimbor flux? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,collider,glooblarp,ppp,d
