domain,C1,C1_values,C1_cntbl,C1_sense,C1_detailed,C2,C2_values,C2_cntbl,C2_sense,C2_detailed,E,E_values,E_cntbl,E_sense,E_detailed,cntbl_cond,task,query_node,observation,query,graph,prompt,prompt_category,id
xqt,fwp,1,p,high,,blg,1,p,small,,drk,1,p,large,,ppp,f,C1=1,"E=0, C2=1","p(C1=1|E=0, C2=1)",collider,"high fwp causes large drk. Also, small blg causes large drk. Now suppose you observe the following: small drk, small blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is high fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,11
xqt,fwp,1,p,high,,blg,1,p,small,,drk,1,p,large,,ppp,f,C2=1,"E=0, C1=1","p(C2=1|E=0, C1=1)",collider,"high fwp causes large drk. Also, small blg causes large drk. Now suppose you observe the following: small drk, high fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,12
xqt,fwp,1,p,high,,blg,1,p,small,,drk,1,p,large,,ppp,g,C1=1,E=0,p(C1=1|E=0),collider,"high fwp causes large drk. Also, small blg causes large drk. Now suppose you observe the following: small drk. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is high fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,13
xqt,fwp,1,p,high,,blg,1,p,small,,drk,1,p,large,,ppp,g,C2=1,E=0,p(C2=1|E=0),collider,"high fwp causes large drk. Also, small blg causes large drk. Now suppose you observe the following: small drk. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,14
xqt,fwp,1,p,high,,blg,1,p,small,,drk,1,p,large,,ppp,h,C1=1,"E=0, C2=0","p(C1=1|E=0, C2=0)",collider,"high fwp causes large drk. Also, small blg causes large drk. Now suppose you observe the following: small drk, large blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is high fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,15
xqt,fwp,1,p,high,,blg,1,p,small,,drk,1,p,large,,ppp,h,C2=1,"E=0, C1=0","p(C2=1|E=0, C1=0)",collider,"high fwp causes large drk. Also, small blg causes large drk. Now suppose you observe the following: small drk, low fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,16
xqt,fwp,1,p,high,,blg,1,p,small,,drk,1,p,large,,ppp,i,E=1,"C1=0, C2=0","p(E=1|C1=0, C2=0)",collider,"high fwp causes large drk. Also, small blg causes large drk. Now suppose you observe the following: low fwp, large blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is large drk? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,17
xqt,fwp,1,p,high,,blg,1,p,small,,drk,1,p,large,,ppp,j,E=1,"C1=0, C2=1","p(E=1|C1=0, C2=1)",collider,"high fwp causes large drk. Also, small blg causes large drk. Now suppose you observe the following: low fwp, small blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is large drk? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,18
xqt,fwp,1,p,high,,blg,1,p,small,,drk,1,p,large,,ppp,j,E=1,"C2=0, C1=1","p(E=1|C2=0, C1=1)",collider,"high fwp causes large drk. Also, small blg causes large drk. Now suppose you observe the following: large blg, high fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is large drk? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,19
xqt,fwp,1,p,high,,blg,1,p,small,,drk,1,p,large,,ppp,k,E=1,"C1=1, C2=1","p(E=1|C1=1, C2=1)",collider,"high fwp causes large drk. Also, small blg causes large drk. Now suppose you observe the following: high fwp, small blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is large drk? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,20
xqt,fwp,1,p,high,,blg,1,m,small,,drk,1,m,small,,pmm,a,C1=1,"E=1, C2=1","p(C1=1|E=1, C2=1)",collider,"high fwp causes small drk. Also, small blg causes small drk. Now suppose you observe the following: small drk, small blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is high fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,61
xqt,fwp,1,p,high,,blg,1,m,small,,drk,1,m,small,,pmm,a,C2=1,"E=1, C1=1","p(C2=1|E=1, C1=1)",collider,"high fwp causes small drk. Also, small blg causes small drk. Now suppose you observe the following: small drk, high fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,62
xqt,fwp,1,p,high,,blg,1,m,small,,drk,1,m,small,,pmm,b,C1=1,E=1,p(C1=1|E=1),collider,"high fwp causes small drk. Also, small blg causes small drk. Now suppose you observe the following: small drk. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is high fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,63
xqt,fwp,1,p,high,,blg,1,m,small,,drk,1,m,small,,pmm,b,C2=1,E=1,p(C2=1|E=1),collider,"high fwp causes small drk. Also, small blg causes small drk. Now suppose you observe the following: small drk. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,64
xqt,fwp,1,p,high,,blg,1,m,small,,drk,1,m,small,,pmm,c,C1=1,"E=1, C2=0","p(C1=1|E=1, C2=0)",collider,"high fwp causes small drk. Also, small blg causes small drk. Now suppose you observe the following: small drk, large blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is high fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,65
xqt,fwp,1,p,high,,blg,1,m,small,,drk,1,m,small,,pmm,c,C2=1,"E=1, C1=0","p(C2=1|E=1, C1=0)",collider,"high fwp causes small drk. Also, small blg causes small drk. Now suppose you observe the following: small drk, low fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,66
xqt,fwp,1,p,high,,blg,1,m,small,,drk,1,m,small,,pmm,d,C1=1,C2=1,p(C1=1|C2=1),collider,"high fwp causes small drk. Also, small blg causes small drk. Now suppose you observe the following: small blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is high fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,67
xqt,fwp,1,p,high,,blg,1,m,small,,drk,1,m,small,,pmm,d,C2=1,C1=1,p(C2=1|C1=1),collider,"high fwp causes small drk. Also, small blg causes small drk. Now suppose you observe the following: high fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,68
xqt,fwp,1,p,high,,blg,1,m,small,,drk,1,m,small,,pmm,e,C1=1,C2=0,p(C1=1|C2=0),collider,"high fwp causes small drk. Also, small blg causes small drk. Now suppose you observe the following: large blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is high fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,69
xqt,fwp,1,p,high,,blg,1,m,small,,drk,1,m,small,,pmm,e,C2=1,C1=0,p(C2=1|C1=0),collider,"high fwp causes small drk. Also, small blg causes small drk. Now suppose you observe the following: low fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,70
xqt,fwp,1,p,high,,blg,1,m,small,,drk,1,m,small,,pmm,f,C1=1,"E=0, C2=1","p(C1=1|E=0, C2=1)",collider,"high fwp causes small drk. Also, small blg causes small drk. Now suppose you observe the following: large drk, small blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is high fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,71
xqt,fwp,1,p,high,,blg,1,m,small,,drk,1,m,small,,pmm,f,C2=1,"E=0, C1=1","p(C2=1|E=0, C1=1)",collider,"high fwp causes small drk. Also, small blg causes small drk. Now suppose you observe the following: large drk, high fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,72
xqt,fwp,1,p,high,,blg,1,m,small,,drk,1,m,small,,pmm,g,C1=1,E=0,p(C1=1|E=0),collider,"high fwp causes small drk. Also, small blg causes small drk. Now suppose you observe the following: large drk. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is high fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,73
xqt,fwp,1,p,high,,blg,1,m,small,,drk,1,m,small,,pmm,g,C2=1,E=0,p(C2=1|E=0),collider,"high fwp causes small drk. Also, small blg causes small drk. Now suppose you observe the following: large drk. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,74
xqt,fwp,1,p,high,,blg,1,m,small,,drk,1,m,small,,pmm,h,C1=1,"E=0, C2=0","p(C1=1|E=0, C2=0)",collider,"high fwp causes small drk. Also, small blg causes small drk. Now suppose you observe the following: large drk, large blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is high fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,75
xqt,fwp,1,p,high,,blg,1,m,small,,drk,1,m,small,,pmm,h,C2=1,"E=0, C1=0","p(C2=1|E=0, C1=0)",collider,"high fwp causes small drk. Also, small blg causes small drk. Now suppose you observe the following: large drk, low fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,76
xqt,fwp,1,p,high,,blg,1,m,small,,drk,1,m,small,,pmm,i,E=1,"C1=0, C2=0","p(E=1|C1=0, C2=0)",collider,"high fwp causes small drk. Also, small blg causes small drk. Now suppose you observe the following: low fwp, large blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small drk? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,77
xqt,fwp,1,p,high,,blg,1,m,small,,drk,1,m,small,,pmm,j,E=1,"C1=0, C2=1","p(E=1|C1=0, C2=1)",collider,"high fwp causes small drk. Also, small blg causes small drk. Now suppose you observe the following: low fwp, small blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small drk? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,78
xqt,fwp,1,p,high,,blg,1,m,small,,drk,1,m,small,,pmm,j,E=1,"C2=0, C1=1","p(E=1|C2=0, C1=1)",collider,"high fwp causes small drk. Also, small blg causes small drk. Now suppose you observe the following: large blg, high fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small drk? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,79
xqt,fwp,1,p,high,,blg,1,m,small,,drk,1,m,small,,pmm,k,E=1,"C1=1, C2=1","p(E=1|C1=1, C2=1)",collider,"high fwp causes small drk. Also, small blg causes small drk. Now suppose you observe the following: high fwp, small blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small drk? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,80
xqt,fwp,1,m,low,,blg,1,p,small,,drk,1,m,small,,mpm,a,C1=1,"E=1, C2=1","p(C1=1|E=1, C2=1)",collider,"low fwp causes small drk. Also, small blg causes small drk. Now suppose you observe the following: small drk, small blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is low fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,101
xqt,fwp,1,m,low,,blg,1,p,small,,drk,1,m,small,,mpm,a,C2=1,"E=1, C1=1","p(C2=1|E=1, C1=1)",collider,"low fwp causes small drk. Also, small blg causes small drk. Now suppose you observe the following: small drk, low fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,102
xqt,fwp,1,m,low,,blg,1,p,small,,drk,1,m,small,,mpm,b,C1=1,E=1,p(C1=1|E=1),collider,"low fwp causes small drk. Also, small blg causes small drk. Now suppose you observe the following: small drk. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is low fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,103
xqt,fwp,1,m,low,,blg,1,p,small,,drk,1,m,small,,mpm,b,C2=1,E=1,p(C2=1|E=1),collider,"low fwp causes small drk. Also, small blg causes small drk. Now suppose you observe the following: small drk. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,104
xqt,fwp,1,m,low,,blg,1,p,small,,drk,1,m,small,,mpm,c,C1=1,"E=1, C2=0","p(C1=1|E=1, C2=0)",collider,"low fwp causes small drk. Also, small blg causes small drk. Now suppose you observe the following: small drk, large blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is low fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,105
xqt,fwp,1,m,low,,blg,1,p,small,,drk,1,m,small,,mpm,c,C2=1,"E=1, C1=0","p(C2=1|E=1, C1=0)",collider,"low fwp causes small drk. Also, small blg causes small drk. Now suppose you observe the following: small drk, high fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,106
xqt,fwp,1,m,low,,blg,1,p,small,,drk,1,m,small,,mpm,d,C1=1,C2=1,p(C1=1|C2=1),collider,"low fwp causes small drk. Also, small blg causes small drk. Now suppose you observe the following: small blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is low fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,107
xqt,fwp,1,m,low,,blg,1,p,small,,drk,1,m,small,,mpm,d,C2=1,C1=1,p(C2=1|C1=1),collider,"low fwp causes small drk. Also, small blg causes small drk. Now suppose you observe the following: low fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,108
xqt,fwp,1,m,low,,blg,1,p,small,,drk,1,m,small,,mpm,e,C1=1,C2=0,p(C1=1|C2=0),collider,"low fwp causes small drk. Also, small blg causes small drk. Now suppose you observe the following: large blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is low fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,109
xqt,fwp,1,m,low,,blg,1,p,small,,drk,1,m,small,,mpm,e,C2=1,C1=0,p(C2=1|C1=0),collider,"low fwp causes small drk. Also, small blg causes small drk. Now suppose you observe the following: high fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,110
xqt,fwp,1,m,low,,blg,1,p,small,,drk,1,m,small,,mpm,f,C1=1,"E=0, C2=1","p(C1=1|E=0, C2=1)",collider,"low fwp causes small drk. Also, small blg causes small drk. Now suppose you observe the following: large drk, small blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is low fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,111
xqt,fwp,1,m,low,,blg,1,p,small,,drk,1,m,small,,mpm,f,C2=1,"E=0, C1=1","p(C2=1|E=0, C1=1)",collider,"low fwp causes small drk. Also, small blg causes small drk. Now suppose you observe the following: large drk, low fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,112
xqt,fwp,1,m,low,,blg,1,p,small,,drk,1,m,small,,mpm,g,C1=1,E=0,p(C1=1|E=0),collider,"low fwp causes small drk. Also, small blg causes small drk. Now suppose you observe the following: large drk. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is low fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,113
xqt,fwp,1,m,low,,blg,1,p,small,,drk,1,m,small,,mpm,g,C2=1,E=0,p(C2=1|E=0),collider,"low fwp causes small drk. Also, small blg causes small drk. Now suppose you observe the following: large drk. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,114
xqt,fwp,1,m,low,,blg,1,p,small,,drk,1,m,small,,mpm,h,C1=1,"E=0, C2=0","p(C1=1|E=0, C2=0)",collider,"low fwp causes small drk. Also, small blg causes small drk. Now suppose you observe the following: large drk, large blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is low fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,115
xqt,fwp,1,m,low,,blg,1,p,small,,drk,1,m,small,,mpm,h,C2=1,"E=0, C1=0","p(C2=1|E=0, C1=0)",collider,"low fwp causes small drk. Also, small blg causes small drk. Now suppose you observe the following: large drk, high fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,116
xqt,fwp,1,m,low,,blg,1,p,small,,drk,1,m,small,,mpm,i,E=1,"C1=0, C2=0","p(E=1|C1=0, C2=0)",collider,"low fwp causes small drk. Also, small blg causes small drk. Now suppose you observe the following: high fwp, large blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small drk? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,117
xqt,fwp,1,m,low,,blg,1,p,small,,drk,1,m,small,,mpm,j,E=1,"C1=0, C2=1","p(E=1|C1=0, C2=1)",collider,"low fwp causes small drk. Also, small blg causes small drk. Now suppose you observe the following: high fwp, small blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small drk? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,118
xqt,fwp,1,m,low,,blg,1,p,small,,drk,1,m,small,,mpm,j,E=1,"C2=0, C1=1","p(E=1|C2=0, C1=1)",collider,"low fwp causes small drk. Also, small blg causes small drk. Now suppose you observe the following: large blg, low fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small drk? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,119
xqt,fwp,1,m,low,,blg,1,p,small,,drk,1,m,small,,mpm,k,E=1,"C1=1, C2=1","p(E=1|C1=1, C2=1)",collider,"low fwp causes small drk. Also, small blg causes small drk. Now suppose you observe the following: low fwp, small blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small drk? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,120
xqt,fwp,1,m,low,,blg,1,m,small,,drk,1,p,large,,mmp,a,C1=1,"E=1, C2=1","p(C1=1|E=1, C2=1)",collider,"low fwp causes large drk. Also, small blg causes large drk. Now suppose you observe the following: large drk, small blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is low fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,121
xqt,fwp,1,m,low,,blg,1,m,small,,drk,1,p,large,,mmp,a,C2=1,"E=1, C1=1","p(C2=1|E=1, C1=1)",collider,"low fwp causes large drk. Also, small blg causes large drk. Now suppose you observe the following: large drk, low fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,122
xqt,fwp,1,m,low,,blg,1,m,small,,drk,1,p,large,,mmp,b,C1=1,E=1,p(C1=1|E=1),collider,"low fwp causes large drk. Also, small blg causes large drk. Now suppose you observe the following: large drk. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is low fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,123
xqt,fwp,1,m,low,,blg,1,m,small,,drk,1,p,large,,mmp,b,C2=1,E=1,p(C2=1|E=1),collider,"low fwp causes large drk. Also, small blg causes large drk. Now suppose you observe the following: large drk. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,124
xqt,fwp,1,m,low,,blg,1,m,small,,drk,1,p,large,,mmp,c,C1=1,"E=1, C2=0","p(C1=1|E=1, C2=0)",collider,"low fwp causes large drk. Also, small blg causes large drk. Now suppose you observe the following: large drk, large blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is low fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,125
xqt,fwp,1,m,low,,blg,1,m,small,,drk,1,p,large,,mmp,c,C2=1,"E=1, C1=0","p(C2=1|E=1, C1=0)",collider,"low fwp causes large drk. Also, small blg causes large drk. Now suppose you observe the following: large drk, high fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,126
xqt,fwp,1,m,low,,blg,1,m,small,,drk,1,p,large,,mmp,d,C1=1,C2=1,p(C1=1|C2=1),collider,"low fwp causes large drk. Also, small blg causes large drk. Now suppose you observe the following: small blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is low fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,127
xqt,fwp,1,m,low,,blg,1,m,small,,drk,1,p,large,,mmp,d,C2=1,C1=1,p(C2=1|C1=1),collider,"low fwp causes large drk. Also, small blg causes large drk. Now suppose you observe the following: low fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,128
xqt,fwp,1,m,low,,blg,1,m,small,,drk,1,p,large,,mmp,e,C1=1,C2=0,p(C1=1|C2=0),collider,"low fwp causes large drk. Also, small blg causes large drk. Now suppose you observe the following: large blg. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is low fwp? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,129
xqt,fwp,1,m,low,,blg,1,m,small,,drk,1,p,large,,mmp,e,C2=1,C1=0,p(C2=1|C1=0),collider,"low fwp causes large drk. Also, small blg causes large drk. Now suppose you observe the following: high fwp. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is small blg? 0 means definitely not likely and 100 means definitely likely. Please provide only a numeric response and no additional information.",single_numeric_response,130
