id,cntbl_cond,domain,task,query,subject,prompt_category,graph,human_subj_id,temperature,likelihood-rating,reasoning_type,RW17_label
14,ppp,economy,X,,gpt-4o,single_numeric_response,collider,,0.0,0.0,Effect-Absent Diagnostic Inference,g
15,ppp,economy,XI,,gemini-1.5-pro,single_numeric_response,collider,,0.0,50.0,Effect-Absent Diagnostic Inference,h
15,ppp,economy,XI,,gpt-4o,single_numeric_response,collider,,0.0,0.0,Effect-Absent Diagnostic Inference,h
15,ppp,economy,XI,,claude-3-opus,single_numeric_response,collider,,0.0,25.0,Effect-Absent Diagnostic Inference,h
15,ppp,economy,XI,"p(X=1|Z=0, Y=0)",humans,numeric-only,collider,69.0,,52.5,Effect-Absent Diagnostic Inference,h
15,ppp,economy,XI,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,100.0,Effect-Absent Diagnostic Inference,h
16,ppp,economy,XI,,gpt-4o,single_numeric_response,collider,,0.0,0.0,Effect-Absent Diagnostic Inference,h
16,ppp,economy,XI,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Effect-Absent Diagnostic Inference,h
16,ppp,economy,XI,"p(Y=1|Z=0, X=0)",humans,numeric-only,collider,0.0,,52.5,Effect-Absent Diagnostic Inference,h
16,ppp,economy,XI,,gemini-1.5-pro,single_numeric_response,collider,,0.0,50.0,Effect-Absent Diagnostic Inference,h
16,ppp,economy,XI,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,50.0,Effect-Absent Diagnostic Inference,h
17,ppp,economy,I,,gemini-1.5-pro,single_numeric_response,collider,,0.0,0.0,Predictive Inference,i
17,ppp,economy,I,"p(Z=1|X=0, Y=0)",humans,numeric-only,collider,0.0,,40.0,Predictive Inference,i
17,ppp,economy,I,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,50.0,Predictive Inference,i
17,ppp,economy,I,,claude-3-opus,single_numeric_response,collider,,0.0,25.0,Predictive Inference,i
17,ppp,economy,I,,gpt-4o,single_numeric_response,collider,,0.0,0.0,Predictive Inference,i
18,ppp,economy,II,,gemini-1.5-pro,single_numeric_response,collider,,0.0,100.0,Predictive Inference,j
18,ppp,economy,II,"p(Z=1|X=0, Y=1)",humans,numeric-only,collider,69.0,,80.71428571428571,Predictive Inference,j
18,ppp,economy,II,,gpt-4o,single_numeric_response,collider,,0.0,70.0,Predictive Inference,j
18,ppp,economy,II,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,100.0,Predictive Inference,j
18,ppp,economy,II,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Predictive Inference,j
19,ppp,economy,II,"p(Z=1|Y=0, X=1)",humans,numeric-only,collider,69.0,,80.71428571428571,Predictive Inference,j
19,ppp,economy,II,,claude-3-opus,single_numeric_response,collider,,0.0,75.0,Predictive Inference,j
19,ppp,economy,II,,gemini-1.5-pro,single_numeric_response,collider,,0.0,100.0,Predictive Inference,j
19,ppp,economy,II,,gpt-4o,single_numeric_response,collider,,0.0,70.0,Predictive Inference,j
19,ppp,economy,II,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,100.0,Predictive Inference,j
20,ppp,economy,III,"p(Z=1|X=1, Y=1)",humans,numeric-only,collider,69.0,,88.75,Predictive Inference,k
20,ppp,economy,III,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,100.0,Predictive Inference,k
20,ppp,economy,III,,claude-3-opus,single_numeric_response,collider,,0.0,90.0,Predictive Inference,k
20,ppp,economy,III,,gpt-4o,single_numeric_response,collider,,0.0,100.0,Predictive Inference,k
20,ppp,economy,III,,gemini-1.5-pro,single_numeric_response,collider,,0.0,100.0,Predictive Inference,k
61,pmm,economy,VI,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,100.0,Effect-Present Diagnostic Inference ,a
61,pmm,economy,VI,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,a
61,pmm,economy,VI,,gemini-1.5-pro,single_numeric_response,collider,,0.0,75.0,Effect-Present Diagnostic Inference ,a
61,pmm,economy,VI,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,a
61,pmm,economy,VI,"p(X=1|Z=1, Y=1)",humans,numeric-only,collider,40.0,,65.0,Effect-Present Diagnostic Inference ,a
62,pmm,economy,VI,"p(Y=1|Z=1, X=1)",humans,numeric-only,collider,133.0,,65.0,Effect-Present Diagnostic Inference ,a
62,pmm,economy,VI,,claude-3-opus,single_numeric_response,collider,,0.0,100.0,Effect-Present Diagnostic Inference ,a
62,pmm,economy,VI,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,a
62,pmm,economy,VI,,gemini-1.5-pro,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,a
62,pmm,economy,VI,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,100.0,Effect-Present Diagnostic Inference ,a
63,pmm,economy,VII,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,b
63,pmm,economy,VII,,gemini-1.5-pro,single_numeric_response,collider,,0.0,75.0,Effect-Present Diagnostic Inference ,b
63,pmm,economy,VII,p(X=1|Z=1),humans,numeric-only,collider,133.0,,61.111111111111114,Effect-Present Diagnostic Inference ,b
63,pmm,economy,VII,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,100.0,Effect-Present Diagnostic Inference ,b
63,pmm,economy,VII,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,b
64,pmm,economy,VII,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,b
64,pmm,economy,VII,,gemini-1.5-pro,single_numeric_response,collider,,0.0,75.0,Effect-Present Diagnostic Inference ,b
64,pmm,economy,VII,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,b
64,pmm,economy,VII,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,100.0,Effect-Present Diagnostic Inference ,b
64,pmm,economy,VII,p(Y=1|Z=1),humans,numeric-only,collider,40.0,,61.111111111111114,Effect-Present Diagnostic Inference ,b
65,pmm,economy,VIII,,gemini-1.5-pro,single_numeric_response,collider,,0.0,75.0,Effect-Present Diagnostic Inference ,c
65,pmm,economy,VIII,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,100.0,Effect-Present Diagnostic Inference ,c
65,pmm,economy,VIII,,claude-3-opus,single_numeric_response,collider,,0.0,100.0,Effect-Present Diagnostic Inference ,c
65,pmm,economy,VIII,,gpt-4o,single_numeric_response,collider,,0.0,100.0,Effect-Present Diagnostic Inference ,c
65,pmm,economy,VIII,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,133.0,,63.75,Effect-Present Diagnostic Inference ,c
66,pmm,economy,VIII,,gemini-1.5-pro,single_numeric_response,collider,,0.0,75.0,Effect-Present Diagnostic Inference ,c
66,pmm,economy,VIII,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,40.0,,63.75,Effect-Present Diagnostic Inference ,c
66,pmm,economy,VIII,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,100.0,Effect-Present Diagnostic Inference ,c
66,pmm,economy,VIII,,claude-3-opus,single_numeric_response,collider,,0.0,100.0,Effect-Present Diagnostic Inference ,c
66,pmm,economy,VIII,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,c
67,pmm,economy,IV,,gemini-1.5-pro,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
67,pmm,economy,IV,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
67,pmm,economy,IV,p(X=1|Y=1),humans,numeric-only,collider,13.0,,52.5,Conditional Independence,d
67,pmm,economy,IV,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
67,pmm,economy,IV,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,90.0,Conditional Independence,d
68,pmm,economy,IV,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
68,pmm,economy,IV,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
68,pmm,economy,IV,,gemini-1.5-pro,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
68,pmm,economy,IV,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,100.0,Conditional Independence,d
68,pmm,economy,IV,p(Y=1|X=1),humans,numeric-only,collider,13.0,,52.5,Conditional Independence,d
69,pmm,economy,V,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Conditional Independence,e
69,pmm,economy,V,,gemini-1.5-pro,single_numeric_response,collider,,0.0,50.0,Conditional Independence,e
69,pmm,economy,V,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,50.0,Conditional Independence,e
69,pmm,economy,V,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Conditional Independence,e
69,pmm,economy,V,p(X=1|Y=0),humans,numeric-only,collider,119.0,,33.75,Conditional Independence,e
70,pmm,economy,V,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,50.0,Conditional Independence,e
70,pmm,economy,V,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Conditional Independence,e
70,pmm,economy,V,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Conditional Independence,e
70,pmm,economy,V,p(Y=1|X=0),humans,numeric-only,collider,40.0,,33.75,Conditional Independence,e
70,pmm,economy,V,,gemini-1.5-pro,single_numeric_response,collider,,0.0,50.0,Conditional Independence,e
71,pmm,economy,IX,,gpt-4o,single_numeric_response,collider,,0.0,0.0,Effect-Absent Diagnostic Inference,f
71,pmm,economy,IX,"p(X=1|Z=0, Y=1)",humans,numeric-only,collider,119.0,,38.333333333333336,Effect-Absent Diagnostic Inference,f
71,pmm,economy,IX,,gemini-1.5-pro,single_numeric_response,collider,,0.0,0.0,Effect-Absent Diagnostic Inference,f
71,pmm,economy,IX,,claude-3-opus,single_numeric_response,collider,,0.0,10.0,Effect-Absent Diagnostic Inference,f
71,pmm,economy,IX,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,100.0,Effect-Absent Diagnostic Inference,f
72,pmm,economy,IX,"p(Y=1|Z=0, X=1)",humans,numeric-only,collider,112.0,,38.333333333333336,Effect-Absent Diagnostic Inference,f
72,pmm,economy,IX,,gemini-1.5-pro,single_numeric_response,collider,,0.0,0.0,Effect-Absent Diagnostic Inference,f
72,pmm,economy,IX,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,100.0,Effect-Absent Diagnostic Inference,f
72,pmm,economy,IX,,gpt-4o,single_numeric_response,collider,,0.0,0.0,Effect-Absent Diagnostic Inference,f
72,pmm,economy,IX,,claude-3-opus,single_numeric_response,collider,,0.0,0.0,Effect-Absent Diagnostic Inference,f
73,pmm,economy,X,p(X=1|Z=0),humans,numeric-only,collider,133.0,,37.5,Effect-Absent Diagnostic Inference,g
73,pmm,economy,X,,gemini-1.5-pro,single_numeric_response,collider,,0.0,0.0,Effect-Absent Diagnostic Inference,g
73,pmm,economy,X,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,100.0,Effect-Absent Diagnostic Inference,g
73,pmm,economy,X,,gpt-4o,single_numeric_response,collider,,0.0,0.0,Effect-Absent Diagnostic Inference,g
73,pmm,economy,X,,claude-3-opus,single_numeric_response,collider,,0.0,10.0,Effect-Absent Diagnostic Inference,g
74,pmm,economy,X,,claude-3-opus,single_numeric_response,collider,,0.0,10.0,Effect-Absent Diagnostic Inference,g
74,pmm,economy,X,,gemini-1.5-pro,single_numeric_response,collider,,0.0,25.0,Effect-Absent Diagnostic Inference,g
74,pmm,economy,X,,gpt-4o,single_numeric_response,collider,,0.0,0.0,Effect-Absent Diagnostic Inference,g
74,pmm,economy,X,p(Y=1|Z=0),humans,numeric-only,collider,40.0,,37.5,Effect-Absent Diagnostic Inference,g
74,pmm,economy,X,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,100.0,Effect-Absent Diagnostic Inference,g
75,pmm,economy,XI,"p(X=1|Z=0, Y=0)",humans,numeric-only,collider,119.0,,28.333333333333332,Effect-Absent Diagnostic Inference,h
75,pmm,economy,XI,,claude-3-opus,single_numeric_response,collider,,0.0,10.0,Effect-Absent Diagnostic Inference,h
75,pmm,economy,XI,,gemini-1.5-pro,single_numeric_response,collider,,0.0,100.0,Effect-Absent Diagnostic Inference,h
75,pmm,economy,XI,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,50.0,Effect-Absent Diagnostic Inference,h
75,pmm,economy,XI,,gpt-4o,single_numeric_response,collider,,0.0,0.0,Effect-Absent Diagnostic Inference,h
76,pmm,economy,XI,"p(Y=1|Z=0, X=0)",humans,numeric-only,collider,112.0,,28.333333333333332,Effect-Absent Diagnostic Inference,h
76,pmm,economy,XI,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,50.0,Effect-Absent Diagnostic Inference,h
76,pmm,economy,XI,,gpt-4o,single_numeric_response,collider,,0.0,0.0,Effect-Absent Diagnostic Inference,h
76,pmm,economy,XI,,gemini-1.5-pro,single_numeric_response,collider,,0.0,0.0,Effect-Absent Diagnostic Inference,h
76,pmm,economy,XI,,claude-3-opus,single_numeric_response,collider,,0.0,0.0,Effect-Absent Diagnostic Inference,h
77,pmm,economy,I,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,50.0,Predictive Inference,i
77,pmm,economy,I,,gemini-1.5-pro,single_numeric_response,collider,,0.0,0.0,Predictive Inference,i
77,pmm,economy,I,"p(Z=1|X=0, Y=0)",humans,numeric-only,collider,119.0,,28.0,Predictive Inference,i
77,pmm,economy,I,,claude-3-opus,single_numeric_response,collider,,0.0,5.0,Predictive Inference,i
77,pmm,economy,I,,gpt-4o,single_numeric_response,collider,,0.0,0.0,Predictive Inference,i
78,pmm,economy,II,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Predictive Inference,j
78,pmm,economy,II,,gemini-1.5-pro,single_numeric_response,collider,,0.0,100.0,Predictive Inference,j
78,pmm,economy,II,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,90.0,Predictive Inference,j
78,pmm,economy,II,,claude-3-opus,single_numeric_response,collider,,0.0,75.0,Predictive Inference,j
78,pmm,economy,II,"p(Z=1|X=0, Y=1)",humans,numeric-only,collider,112.0,,61.25,Predictive Inference,j
79,pmm,economy,II,,gpt-4o,single_numeric_response,collider,,0.0,75.0,Predictive Inference,j
79,pmm,economy,II,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,100.0,Predictive Inference,j
79,pmm,economy,II,"p(Z=1|Y=0, X=1)",humans,numeric-only,collider,112.0,,61.25,Predictive Inference,j
79,pmm,economy,II,,claude-3-opus,single_numeric_response,collider,,0.0,90.0,Predictive Inference,j
79,pmm,economy,II,,gemini-1.5-pro,single_numeric_response,collider,,0.0,100.0,Predictive Inference,j
80,pmm,economy,III,"p(Z=1|X=1, Y=1)",humans,numeric-only,collider,13.0,,79.0,Predictive Inference,k
80,pmm,economy,III,,gemini-1.5-pro,single_numeric_response,collider,,0.0,100.0,Predictive Inference,k
80,pmm,economy,III,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,100.0,Predictive Inference,k
80,pmm,economy,III,,claude-3-opus,single_numeric_response,collider,,0.0,90.0,Predictive Inference,k
80,pmm,economy,III,,gpt-4o,single_numeric_response,collider,,0.0,100.0,Predictive Inference,k
101,mpm,economy,VI,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,100.0,Effect-Present Diagnostic Inference ,a
101,mpm,economy,VI,"p(X=1|Z=1, Y=1)",humans,numeric-only,collider,94.0,,71.42857142857143,Effect-Present Diagnostic Inference ,a
101,mpm,economy,VI,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,a
101,mpm,economy,VI,,gemini-1.5-pro,single_numeric_response,collider,,0.0,25.0,Effect-Present Diagnostic Inference ,a
101,mpm,economy,VI,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,a
102,mpm,economy,VI,"p(Y=1|Z=1, X=1)",humans,numeric-only,collider,82.0,,71.42857142857143,Effect-Present Diagnostic Inference ,a
102,mpm,economy,VI,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,100.0,Effect-Present Diagnostic Inference ,a
102,mpm,economy,VI,,gemini-1.5-pro,single_numeric_response,collider,,0.0,20.0,Effect-Present Diagnostic Inference ,a
102,mpm,economy,VI,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,a
102,mpm,economy,VI,,claude-3-opus,single_numeric_response,collider,,0.0,100.0,Effect-Present Diagnostic Inference ,a
103,mpm,economy,VII,,gpt-4o,single_numeric_response,collider,,0.0,75.0,Effect-Present Diagnostic Inference ,b
103,mpm,economy,VII,,gemini-1.5-pro,single_numeric_response,collider,,0.0,75.0,Effect-Present Diagnostic Inference ,b
103,mpm,economy,VII,p(X=1|Z=1),humans,numeric-only,collider,94.0,,67.14285714285714,Effect-Present Diagnostic Inference ,b
103,mpm,economy,VII,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,100.0,Effect-Present Diagnostic Inference ,b
103,mpm,economy,VII,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,b
104,mpm,economy,VII,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,b
104,mpm,economy,VII,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,100.0,Effect-Present Diagnostic Inference ,b
104,mpm,economy,VII,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,b
104,mpm,economy,VII,,gemini-1.5-pro,single_numeric_response,collider,,0.0,70.0,Effect-Present Diagnostic Inference ,b
104,mpm,economy,VII,p(Y=1|Z=1),humans,numeric-only,collider,82.0,,67.14285714285714,Effect-Present Diagnostic Inference ,b
105,mpm,economy,VIII,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,100.0,Effect-Present Diagnostic Inference ,c
105,mpm,economy,VIII,,claude-3-opus,single_numeric_response,collider,,0.0,100.0,Effect-Present Diagnostic Inference ,c
105,mpm,economy,VIII,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,136.0,,81.25,Effect-Present Diagnostic Inference ,c
105,mpm,economy,VIII,,gpt-4o,single_numeric_response,collider,,0.0,75.0,Effect-Present Diagnostic Inference ,c
105,mpm,economy,VIII,,gemini-1.5-pro,single_numeric_response,collider,,0.0,75.0,Effect-Present Diagnostic Inference ,c
106,mpm,economy,VIII,,gemini-1.5-pro,single_numeric_response,collider,,0.0,70.0,Effect-Present Diagnostic Inference ,c
106,mpm,economy,VIII,,claude-3-opus,single_numeric_response,collider,,0.0,90.0,Effect-Present Diagnostic Inference ,c
106,mpm,economy,VIII,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Effect-Present Diagnostic Inference ,c
106,mpm,economy,VIII,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,100.0,Effect-Present Diagnostic Inference ,c
106,mpm,economy,VIII,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,136.0,,81.25,Effect-Present Diagnostic Inference ,c
107,mpm,economy,IV,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
107,mpm,economy,IV,,gemini-1.5-pro,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
107,mpm,economy,IV,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,75.0,Conditional Independence,d
