id,response,prompt_category,graph,cntbl_cond,subject,temperature
163,75,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
164,75,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
165,100,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
166,100,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
167,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
168,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
169,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
170,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
171,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
172,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
173,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
174,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
175,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
176,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
177,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
178,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
179,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
180,100,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
221,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
222,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
223,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
224,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
225,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
226,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
227,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
228,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
229,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
230,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
231,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
232,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
233,75,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
234,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
235,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
236,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
237,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
238,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
239,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
240,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
261,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
262,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
263,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
264,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
265,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
266,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
267,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
268,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
269,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
270,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
271,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
272,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
273,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
274,75,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
275,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
276,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
277,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
278,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
279,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
280,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
281,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
282,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
283,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
284,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
285,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
286,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
287,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
288,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
289,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
290,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
291,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
292,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
293,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
294,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
295,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
296,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
297,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
298,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
299,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
300,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
321,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
322,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
323,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
324,75,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
325,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
326,100,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
327,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
328,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
329,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
330,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
331,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
332,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
333,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
334,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
335,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
336,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
337,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
338,100,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
339,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
340,100,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
381,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
382,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
383,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
384,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
385,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
386,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
387,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
388,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
389,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
390,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
391,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
392,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
393,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
394,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
395,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
396,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
397,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
398,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
399,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
400,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
421,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
422,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
423,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
424,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
425,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
426,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
427,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
428,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
429,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
430,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
431,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
432,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
433,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
434,75,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
435,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
436,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
437,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
438,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
439,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
440,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
441,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
442,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
443,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
444,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
445,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
446,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
447,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
448,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
449,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
450,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
451,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
452,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
453,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
454,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
455,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
456,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
457,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
458,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
459,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
460,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
1,100,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
2,100,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
3,75,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
4,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
5,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
6,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
7,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
8,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
9,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
10,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
11,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
12,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
13,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
14,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
15,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
16,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
17,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
18,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
19,100,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
20,100,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
61,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
62,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
63,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
64,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
65,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
66,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
67,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
68,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
69,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
70,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
71,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
72,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
73,75,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
74,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
75,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
76,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
77,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
78,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
79,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
80,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
101,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
102,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
103,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
104,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
105,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
106,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
107,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
108,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
109,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
110,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
111,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
112,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
113,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
114,75,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
115,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
116,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
117,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
118,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
119,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
120,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
121,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
122,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
123,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
124,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
125,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
126,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
127,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
128,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
129,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
130,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
131,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
132,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
133,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
134,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
135,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
136,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
137,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
138,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
139,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
140,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
161,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
162,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
163,75,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
164,75,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
165,100,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
166,100,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
167,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
168,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
169,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
170,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
171,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
172,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
173,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
174,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
175,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
176,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
177,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
178,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
179,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
180,100,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
221,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
222,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
223,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
224,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
225,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
226,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
227,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
228,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
229,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
230,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
231,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
232,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
233,75,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
234,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
235,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
236,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
237,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
238,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
239,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
240,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.5
261,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
262,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
263,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
264,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
265,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
266,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
267,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
268,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
269,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
270,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
271,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
272,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
273,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
274,75,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
275,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
276,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
277,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
278,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
279,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
280,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.5
281,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
282,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
283,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
284,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
285,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
286,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
287,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
288,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
289,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
290,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
291,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
292,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
293,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
294,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
295,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
296,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
297,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
298,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
299,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
300,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.5
321,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
322,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
323,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
324,75,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
325,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
326,100,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
327,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
328,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
329,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
330,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.5
